f_name,a_name,title,lyrics
sad_all/I'll Walk.mp3,Bucky Covington,I'll Walk,"We were 18, it was prom night. We had our first big fight. She said ""Pull this car over"". I did and then I told her, ""I don't know what you are crying for"". I grabbed her hand, as she reached for the door.  She said, I'll walk. Let go of my hand. Right now I'm hurt, and you don't understand. So just be quiet. And later we will talk. Just leave, don't worry. I'll walk.  It was a dark night, a black dress. Driver never saw her, around the bend. I never will forget the call, or driving to the hospital, When they said her legs still wouldn't move. I cried, when I walked into her room.  She said, I'll walk. Please come and hold my hand. Right now I'm hurt, and I don't understand. Lets just be quiet, and later we can talk. Please stay, don't worry. I'll walk.  I held her hand through everything. The weeks and months of therapy. And I held her hand and asked her, to be my bride. She's dreamed from a little girl, to have her daddy bring her down the aisle. So from her wheelchair, she looks up to him and smiles.  And says, I'll walk. Please hold my hand. I know that this will hurt, I know you understand. Please daddy don't cry. This is already hard. Let's go, don't worry. I'll walk."
sad_all/I'M Still Waiting.mp3,The Bates,I'm Still Waiting,
sad_all/Ice Cream.mp3,JS,Ice Cream,"Come and get a scoop of my ice cream, baby JS got the flavors that I know will drive you crazy Tonight it's gon' be like we were streamin', baby Won't you taste my ice cream  Baby, you know I've got all the flavors that you want Plus I got all the skills that I need to turn you on Vanilla, strawberries, chocolate, baby boy, it's on Now tell me can you picture my body on a cone  Baby, come lay your body right here I wanna ride it Switch it up, turn it around, now come and get inside it Tonight you're gonna have so much fun while tastin' my love Tell me do you have a taste for vanilla wafers  Come and get a scoop om my ice cream, baby (Ice cream, yeah) JS got the flavors that I know will dive you crazy (Flavors, yeah) Tonight it's gon' be like (Yeah, yeah) we were streamin', baby (Won't you) Won't you taste my ice cream  Now boy, it's getting late so don't hesitate, let's get to it Just put the Chocolate Factory CD on and watch me lose it Come in my story, like ending know what is it you want Bananas mixed with peach, mixed with cherries, mixed with lime  Lots of all kinds, apples or lemon-lime Come and try my coconut, it's gonna blow your mind {Taste my ice cream This is somethin' you wouldn't wanna miss, baby 31 flavors ain't got nothin' on this  Come and get a scoop of my ice cream, baby {Ooh JS got the flavors that I know will drive you crazy {Crazy, crazy, yeah Tonight it's gon' be like we were streamin', baby {Oh Won't you taste {Taste my {My ice {Ice cream {Cream  You ain't never seen (You ain't never seen milky water falls) {No, no You ain't never seen {You ain't never seen gumdrop walls) {No You ain't never seen (You ain't never seen a vanilla Tootsie Roll till you) Taste (Taste) my (My) ice (Ice) cream (Cream, yeah)  Come and get a scoop of my ice cream, baby (Come and get a scoop of my ice cream) {Bring me a scoop, boy JS got the flavors that I know will drive you crazy (Come on and tate it, boy) Tonight it's gon' be like we were streamin', baby (Woo, won't you) Won't you tatse my ice cream (Taste my ice cream, yeah  Come and get a scoop of my ice cream, baby {Oh, I know your'e gonna like it, boy (Like it) JS got the flavors that I know will drive you crazy {Once I give it to you, baby boy Tonight it's gon' be like we were streamin', baby {It's like Lifesavers (Yeah) {All these flavors (Yeah) Won't you taste my ice cream {Whoa... whoa... whoa... ice cream  Come and get a scoop of my ice cream, baby JS got the flavors that I know will drive you crazy {Strawberries (Strawberries) {Rasberries (Rasberries) Tonight it's gon' be like we were streamin', baby {All those good things, yeah Won't you taste my ice cream  Uh, Piped Piper, y'all JS Ron I. aka Mr. Big We now throw back one ice cream"
sad_all/If The World Ends.mp3,Guillemots,If The World Ends(Album Versio,"I just about managed to forget you when you appear in a dream And you're even more beautiful there than I remember you being So I've come to decide that fate is telling me you will not go And considering this I want you to know  If the world ends, I hope you're here with me I think we could laugh just enough to not die in pain If the world ends, it won't finish you You're not the type they can capture, you flit like a fly catcher They can't pin you down, can't pin you down  In my dream you're playing with buckets of sand And water was running through both of your hands And I don't think I ever heard you speaking 'Cause I was too wrapped up in the dream I was dreaming  So if the world ends, I hope you're by my side I don't think with you here it will be too much pain And when you cry, darling, I wish you'd feel my love Your heart is way beyond capture, flitting like a fly catcher They can't pin you down, whoa, they can't pin you down, whoa Can't pin you down Can't pin you down Can't pin you down"
sad_all/Josephine.mp3,Ghostface Killah,Josephine,"(Intro: Ghostface Killah) God's woman... what's going on? I know things seem messed up sometime You stressed out and you can't handle the situation Sometime it feels like you lacking the guidance And you don't know what to do... but stay strong And keep in mind that he always loves you... It's what it is... that's right sugar love Come on...  (Chorus: Willie Cottrell) Josephine, the times are getting tough Seems to me... you just wont get enough The rain, wont wash away, your sins... You'll be here, to do them all over again...  (Ghostface Killah) Yo, I know this chick from the hood named Courtney Cox And her brain is easy to pick like faulty locks She's awfully hot, asshole burning like tobasco She used to be thick, it's like where the hell her ass go Started smoking weed and graduated to the pipe Thought that she could quit but her calculations wasn't right Infactuated with the life of dope fiends and crack pushers Prostituting for old pimps who mack hookers Putting dope in the cook, searching for her vein Tracks all over her arms, she never felt the pain The monkey on her back is now a gorilla Fiending for a hit knowing one day it's gon' kill her The clinic didn't help (nope) she just another young black woman Destroying her pretty image and her health Got me thinking to myself, damn, how could this happen? I seen her on the corner, nodding off, sniffin' and scratching  (Trife Da God) She wakes up, with an urge to get high Everyday, the same routine, needing the mood of fix to get by So she reaches for her purse, grab the bag and the needle Tie a sock her arm and start shooting up the diesel Had a flesh back, screwing some dude up in his hashback The night before, body still sore, holding her ass crack A regular John, she met her through Tom She passed out with the syringe still stuck in her arm Dying a slow death, oh, she losing her dear mind From the troubles of the world, feeling cursed by mankind Uh, caught up in a desperate rage, was blessed with AIDS Lost her appetite, hardly slept in days Now it's too late, praying to Jesus, she fucked around With the wrong penis, contaminated with diseases Two months pregnant, carrying around her fetus But they found her on Broad, in the dumpster, behind the cleaners  (Interlude: Ghostface Killah) Josephine, what's wrong, baby? Come on...  (Ghostface Killah) Yo, what your momma gonna think of you girl? Her little baby's all doped up, strung out on the world Try'na make some quick cash for a hit of that stash Listen, baby, you growing up much too fast Uh, this goes out to every project and every ghetto For those getting high, using drugs on every level Living your life, day and night, getting stoned You better leave those drugs alone, feel me?  (Willie Cottrell) Up all night, under the party lights Same old popping and party hopping All of your so called friends, are leading you down the wrong road Leading you back to crack, it's a known fact It is time, that you need me, I'll be there, to help ya I'll be your leaning pole when you're falling down I'll be there, when you falling down (sooner or later)"
sad_all/Just When I Needed You Most.mp3,Dana Winner,Just When I Needed You Most,"You packed in the morning I stared out the window And I struggled for something to say You left in the rain without closing the door I didn't stand in your way Now I miss you more Than I missed you before And now where I'll find comfort, god knows 'Cause you left me Just when I needed you most Yes, you left me Just when I needed you most Now most every morning I stare out the window I think about where you might be I've written you letters that I'd like to send If you would just send one to me 'Cause I need you more Than I needed before And now where I'll find comfort, god knows 'Cause you left me  Just when I needed you most Yes, you left me Just when I needed you most You packed in the morning  I stared out the window And I struggled for something to say You left in the rain without closing the door I didn't stand in your way  Now I love you more Than I loved you before And now where I'll find comfort, god knows 'Cause you left me  Just when I needed you most You left me Just when I needed you most Oh, you left me  Just when I needed you most"
sad_all/Let It Die.mp3,Feist,Let It Die,"Let it die, and get out of my mind; We don't see eye to eye, or hear ear to ear...  Don't you wish that we could forget that kiss And see this for what it is?  That we're not in love...  The saddest part of a broken heart Isn't the ending so much as the start...  It was hard to tell just how I felt, To not recognize myself... I started to fade (away... away... away...)  And after all, it won't take long to fall (in love...) Now I know what I don't want; I learned that with you...  The saddest part of a broken heart Isn't the ending so much as the start... The tragedy starts from the very first spark; Losing your mind for the sake of your heart...  The saddest part of a broken heart Isn't the ending so much as the start..."
sad_all/Let's Pretend.mp3,Tindersticks,Let's Pretend,"Let's not make it into a big thing Let's not get lost in this I know it is, I know we could I guess we surely would Let's pretend it's not It doesn't mean a thing   Let's not blow it out of all senses As though it meant so much It's always thought about for weeks Not every time your lips meet mine, I think of her But when her hands reach out, I think of you"
sad_all/Lost Cause.mp3,Beck,Lost Cause,"Your sorry eyes They cut through bone They make it hard To leave you alone Leave you here Wearing your wounds Waving your guns At somebody new  Baby, you're lost Baby, you're lost Baby, you're a lost cause  There's too many people You used to know They see you coming They see you go They know your secrets And you know theirs This town is crazy Nobody cares  Baby, you're lost Baby, you're lost Baby, you're a lost cause  I'm tired of fighting I'm tired of fighting Fighting for a lost cause  There's a place where you are going You ain't never been before There's no one laughing at your back now No one standing at your door Is that what you thought love was for?  Baby, you're lost Baby, you're lost Baby, you're a lost cause  I'm tired of fighting I'm tired of fighting Fighting for a lost cause"
sad_all/Many Rivers To Cross.mp3,Joe Cocker,Many Rivers To Cross,"Many rivers to cross But I can't seem to find my way over Wandering I'm lost As I travel along the white cliffs of Dover  Many rivers to cross And it's only my will that keeps me alive I've been ripped, washed up for years And I merely survive because of my pride  And this loneliness won't leave me alone It's such a drag to be on your own My girl left me and wouldn't say why Guess I'll just break right down and cry  Many rivers to cross But just where to begin, I'm playing for time There've been times I find myself Thinking of committing some terrible crime  Still this loneliness won't leave me alone It's such a drag to be on your own My woman left me and wouldn't say why Guess I'll just break right down and cry (cry)  Many rivers to cross But I can't seem to find my way over Wandering I am lost As I travel along the white cliffs of Dover"
sad_all/Mask of Shame.mp3,Diary of Dreams,Mask of Shame,"What is left, and what is right  What is wrong and what alright  Nimm Abschied mein Kind   This is my shadow, this is my life  But where is my body?  How do I survive  Nimm Abschied mein Kind   Life is of sweetness  Of unknown compulsion  Comrade walk with me  Into decay   Life is of sweetness  Of unknown compulsion  Comrade walk with me  Into decay   Day by day we all move on  Scared to look back  Scared to foresee   This is the darkness in our souls  Life is so sweet but so imperfect  Bitter to finally understand   Day by day...  Mask of shame   Life is of sweetness  Of unknown compulsion  Comrade walk with me  Into decay   Life is of sweetness  Of unknown compulsion  Comrade walk with me  Into decay"
sad_all/Maybe Not.mp3,Cat Power,Maybe Not,"There's a dream that I see, I pray it can be Look cross the land, shake this land A wish or a command Dream that I see, don't kill it, it's free You're just a man, you get what you can  We all do what we can So we can do just one more thing We can all be free Maybe not in words Maybe not with a look But with your mind  Listen to me, don't walk that street There's always an end to it Come and be free, you know who I am We're just living people  We won't have a thing So we got nothing to lose We can all be free Maybe not with words Maybe not with a look But with your mind  You've got to choose a wish or command At the turn of the tide, is withering thee Remember one thing, the dream you can see Pray to be, shake this land  We all do what we can So we can do just one more thing We won't have a thing So we've got nothing to lose We can all be free Maybe not with words Maybe not with a look But with your mind  But with your mind"
sad_all/Me And My Charms.mp3,Kristin Hersh,Me And My Charms,You can come back  When you want   Just know that I'll be here  I haven't left this step  And when the lights go out I pick the angel up I only have two hands...   Is she here?  Is she here right now?  Drive her off Don't bother to call I'm checking out today   Me and my charms  Me and my charms When I kiss the angel  I have a taste of you  When I take the angel  I have a piece of you  I have a piece  I have a piece  You can come back  I haven't left you yet  And when the lights go out  I pick the angel up  I only have two left feet  All I have in my hands All I have in my hands   Me and my charms Me and my charms When I kiss the angel  I have a taste of  Me and my charms  Me and my charms  Down on the ground  You can't leave me now You can't leave me now I haven't left you yet
sad_all/Me vs. Maradona vs. Elvis.mp3,Brand New,Me vs. Maradona vs. Elvis,"With one or two I get used to the room We go slow when we first make our moves But five or six bring you out to the car Number nine with my head on the bar And it's sad, but true. Out of cash and I.O.U's  I've got desperate desires and unadmirable plans My tongue will taste of gin and malicious intent Bring you back to the bar. Get you out of the cold A sober straight face gets you out of your clothes And they're scared that we know all the crimes they'll commit Who they'll kiss before they get home  I will lie awake Lie for fun and fake the way I hold you Let you fall for every empty word I say  Barely conscious in the door where you stand Your eyes are fighting sleep while your mouth makes your demands You laugh at every word, trying hard to be cute I almost feel sorry for what I'm gonna do And your hair smells of smoke Who will cast the first stone? You can sin or spend the night all alone Brass buttons on your coat hold the cold In the shape of a heart that they cut out of stone You're using all your looks that you've thrown from the start If you let me have my way, I swear I'll tear you apart 'Cause it's all you can be You're a drunk and you're scared It's ladies night, all the girls drink for free  I will lie awake Lie for fun and fake the way I hold you Let you fall for every empty word I say  I will lie awake Lie for fun and fake the way I hold you Let you fall for every empty word I say"
sad_all/Miami 2017.mp3,Richard Marx,Miami 2017,"I've seen the lights go out on broadway- I saw the empire state laid low. And life went on beyond the palisades, They all bought bright cadillacs- And left there long ago.  We held a concert out in brooklyn- To watch the island bridges blow. They turned our power down, And drove us underground- But we went right on with the show...  I've seen the lights go out on broadway- I saw the ruins at my feet, You know we almost didn't notice it- We'd see it all the time on forty-second street.  They burned the churches up in harlem- Like in that Spanish civil war- The flames were everywhere, But no one really cared- It always burned up there before...  I saw the lights go out on broadway- I watched the mighty skyline fall. The boats were waiting at the battery, The union went on strike- They never sailed at all.  They sent a carrier out from norfolk- And picked the yankees up for free. They said that queens could stay, They blew the bronx away- And sank manhattan out to sea...  You know those lights were bright on broadway- But that was so many years ago... Before we all lived here in florida- Before the mafia took over Mexico. There are not many who remember- They say a handful still survive... To tell the world about... The way the lights went out, And keep the memory alive..."
sad_all/Miracle.mp3,Craig Armstrong ,Miracle,"<span style=""padding:1em""><img alt=""TrebleClef"" class=""lzy lzyPlcHld "" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" data-src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" height=""68"" onload=""if(typeof ImgLzy==='object'){ImgLzy.load(this)}"" src=""data:image/gif;base64,R0lGODlhAQABAIABAAAAAP///yH5BAEAAAEALAAAAAABAAEAQAICTAEAOw%3D%3D"" width=""30""/><noscript><img alt=""TrebleClef"" class="""" data-image-key=""TrebleClef.png"" data-image-name=""TrebleClef.png"" height=""68"" src=""https://vignette.wikia.nocookie.net/lyricwiki/images/1/1e/TrebleClef.png/revision/latest/scale-to-width-down/30?cb=20090423154754"" width=""30""/></noscript></span> Instrumental"
sad_all/Moon River.mp3,R.E.M.,Moon River,"Moon River, wider than a mile I'm crossing you in style some day You dream maker You heart-breaker Wherever you're going I'm going your way  Two drifters off to see the world There's such a lot of world to see We're after the same rainbow's end Waitin' round the bend My Huckleberry friend Moon River and me"
sad_all/More Than Words.mp3,Extreme,More Than Words(Album Version),"Saying ""I love you"" Is not the words I want to hear from you It's not that I want you Not to say, but if you only knew How easy it would be to show me how you feel  More than words Is all you have to do to make it real Then you wouldn't have to say that you love me 'Cause I'd already know  What would you do if my heart was torn in two? More than words to show you feel That your love for me is real What would you say if I took those words away? Then you couldn't make things new Just by saying ""I love you""  La-di-da-da-di-da-di-da-da-da More than words La-di-da-di-da  Now that I've tried to Talk to you and make you understand All you have to do is Close your eyes and just reach out your hands And touch me Hold me close don't ever let me go  More than words Is all I ever needed you to show Then you wouldn't have to say that you love me 'Cause I'd already know  What would you do if my heart was torn in two? More than words to show you feel That your love for me is real What would you say if I took those words away? Then you couldn't make things new Just by saying I love you  La-di-da-da-di-da-da-da-da More than words La-di-da-da-di-da-da-da-da More than words La-di-da-da-di-da-da-da-da More than words La-di-da-da-di-da-da-da-da La-da-da more than words  Ooh More than words"
sad_all/MY AIM IS YOU.mp3,Nikola Sarcevic,MY AIM IS YOU,"All my friends, they say They wanna conquer the world today They got so many dreams to catch And many things to do  But me, I'm not the same I only have one single aim Yeah only one thing's on my mind And that is you  'Cause all I want is to be with you It's all I want It doesn't really matter what we do 'Cause all I want is to be with you  I could be sick, poor, old, or blind Don't care as long I have you around No my condition doesn't count As long as I'm with you  And true love is hard to find At least the one of your kind And to have that love There's nothing I would not do  'Cause all I want is to be with you It's all I want Hoping that you say you love me too 'Cause all I want is to be with you  'Cause all I want is to be with you It's all I want It doesn't really matter what we do 'Cause all I want is to be with you  It's all I want It's all I need 'Cause all I want is to be with you Only be with you"
sad_all/Names.mp3,Cat Power,Names,"His name was Perry He had a learning difficulty His father was a very mean man His father burned his skin His father sent him to his death He was ten years old He was ten years old He was ten years old  Her name was Naomi Beautiful round face, so ashamed Told me how to please a man After school in the back of a bus She was doin' it every day She was eleven years old She was eleven years old She was eleven years old  Her name was Sheryl Black hair, like an electric space She would pretty paint my face She was a very good friend Her father would come to her in the night She was twelve years old She was twelve years old She was twelve years old  His name was Donovan He was a very good friend The cards were stacked against him He was selling cocaine The last time I saw him He was thirteen years old He was thirteen years old He was thirteen years old  His name was Charles He said he was in love with me We were both fourteen Then I had to move away Then he began to smoke crack Then he had to sell ass I don't know where he is I don't know where they are"
sad_all/New Song.mp3,Terra Naomi,New Song,"I have messed up I needed a new song, baby Wasn't enough I needed a new song, baby A song so sorry  And you tried your best to make me see I was blind now I believe I believe  And I can see In your eyes What's to be 'Cause I told lies Sad to say That in the end There's only me  And I understand That you're sick of my confusion No it's worse than that I feel like the cheap whore that I am  You brushed me off to see me shine But underneath it all the time all the time  And I can see In your eyes What's to be 'Cause I told lies Sad to say That in the end There's only me  To say I'm sorry's not enough to make you stay with me Oh no, oh no  'Cause I can see In your eyes What's to be 'Cause I told lies Sad to say That in the end There's only me..."
sad_all/New Star In The Sky.mp3,Air,New Star In The Sky,"My baby blue is a new star in the sky My baby blue is a new star in the sky  The world, the world, the world, the world Just for you, for nobody else The world, the world, the world, the world Just for you, for nobody else  The world, the world, the world, the world Just for you...  My baby blue is a new star in the sky My baby blue is a new star in the sky My baby blue is a new star in the sky My baby blue is a new star in the sky"
sad_all/No Love Child.mp3,Corinne Bailey Rae,No Love Child,"There's no love There's no love child There's no love baby no love for your child Well I've been searching high I've been searching low To feel this completeness Everywhere that I go Maybe if I just keep walking Walking, walking Through my mind I'll stumble on it Somewhere And somehow in this place and time I will lose my worried mind  Where's the love (x4) When the sunlight hurt my eyes I got to open what inside Sort this fear I got to hide I'm pulling down my pride  Precious love I hold inside Strangers smiling wide at me Been looking for piece of mind I've been looking in the wrong direction  Give me your love sweet baby Give me your love sweet child"
sad_all/No Man In The World.mp3,Tindersticks,No Man In The World,"Seems like so long ago now But I can still remember those feelings Of being left alone with myself Sitting in the garden Watching our house burn Knowing I couldn't help it It always had to end in a big statement like that We were always so intense Out of control We never understood what we had Never knew how to deal with it Always tearing at each other The violence and the shame Banging my head against the wall Wanting to explode  And it was my idea And I put you there I lied and said I didn't want you You were running to someone else Breaking the spell Being able to see me for what I really was And then the flames  Wanted you Make me feel like no man in the world wanted you Still feel the flame Still feel the cold Still feel the flame Gets so cold around the stove They still reach for me Where you gonna go now They still reach for me Where you gonna go now  Made you feel like no man in the world wanted you Made me feel like no woman in the world wanted me  Still feel the flame Some days it seems I've left those feelings so far behind Still feel the cold But they're always there, waiting  Still feel the flame Tempting, trying to release you It's so cold around the stove Don't believe, don't cherish your pretence They still reach for me You strike a match Where you gonna go now The thrill of having nothing They still reach for me The smell of the flames Where you gonna go now  Made me feel like no man in the world wanted you Made me feel like no woman in the world wanted me"
sad_all/No Place To Go.mp3,The Bates,No Place To Go,"My best friend has gone forever He don't like me anymore I'm drinking all alone now Oh god, it's such abore Oh god, it's such a bore  I'd like to talk to someone But no one answers the phone I'm lying in my bedroom Feeling so alone Feeling so alone  I don't know A place for me to go I don't know A place for me to go No, I don't  I'd like to go to parties Big city's summer nights Why do I feel so wrong now When I should be feeling right When I should be feeling right  I wonder, who I am now But I don't really know Guess, some things must change now I need a place to go Yeah I need a place to go  I don't know A place for me to go I don't know A place for me to go No, I don't I dooooooon't Yeah  I don't know A place for me to go I don't know A place for me to go No, I don't I dooooooooon't  My best friend has gone forever He don't like me anymore I'm drinking all alone now Oh god, it's such abore Oh god, it's such a bore"
sad_all/OHNE DICH.mp3,Rammstein,OHNE DICH,"Ich werde in die Tannen gehen Dahin wo ich sie zuletzt gesehen Doch der Abend wirft ein Tuch aufs Land und auf die Wege hinterm Waldesrand Und der Wald er steht so schwarz und leer Weh mir, oh weh Und die Vögel singen nicht mehr   Ohne dich kann ich nicht sein Ohne dich Mit dir bin ich auch allein Ohne dich Ohne dich zähl ich die Stunden ohne dich Mit dir stehen die Sekunden Lohnen nicht  Auf den Ästen in den Gräben Ist es nun still und ohne Leben Und das Atmen fällt mir ach so schwer Weh mir, oh weh Und die Vögel singen nicht mehr  Ohne dich kann ich nicht sein Ohne dich Mit dir bin ich auch allein Ohne dich Ohne dich zähl ich die Stunden ohne dich Mit dir stehen die Sekunden Lohnen nicht ohne dich  Ohne dich!  Und das Atmen fällt mir ach so schwer Weh mir, oh weh Und die Vögel singen nicht mehr  Ohne dich kann ich nicht sein Ohne dich Mit dir bin ich auch allein Ohne dich Ohne dich zähl ich die Stunden ohne dich Mit dir stehen die Sekunden Lohnen nicht ohne dich  Ohne dich! Ohne dich! Ohne dich! Ohne dich! Ohne dich! Ohne dich!"
sad_all/On My Own.mp3,The Bates,On My Own,
"sad_all/One Foot On The Gas, On Foot In The Grave.mp3",Streetlight Manifesto,"One Foot On The Gas, On Foot In Grave",
sad_all/Ordinary World.mp3,Duran Duran,Ordinary World,"Came in from a rainy Thursday on the avenue Thought I heard you talking softly I turned on the lights, the TV and the radio Still, I can't escape the ghost of you  What has happened to it all? Crazy, some'll say Where is the life that I recognize? Gone away  But I won't cry for yesterday There's an ordinary world Somehow I have to find And as I try to make my way To the ordinary world I will learn to survive  Passion or coincidence once prompted you to say ""Pride will tear us both apart"" Well, now, pride's gone out the window 'cross the rooftops, run away Left me in the vacuum of my heart  What is happening to me? Crazy, some'll say Where is my friend when I need you most? Gone away  But I won't cry for yesterday There's an ordinary world Somehow I have to find And as I try to make my way To the ordinary world I will learn to survive  Papers in the roadside tell of suffering and greed Fear today, forgot tomorrow Ooh, here beside the news of holy war and holy need Ours is just a little sorrowed talk  (Just blown away)  And I don't cry for yesterday There's an ordinary world Somehow I have to find And as I try to make my way To the ordinary world I will learn to survive  Every world is my world (I will learn to survive) Any world is my world (I will learn to survive) Any world is my world"
sad_all/Paperthin Hymn.mp3,Anberlin,Paperthin Hymn,"When your only friends are hotel rooms Hands are distant lullabies If I could turn around I would tonight  These roads never seemed so long Since your paper heart stopped beating Leaving me suddenly alone Will daybreak ever come?  Who's gonna call on Sunday morning? Who's gonna drive you home? I just want one more chance To put my arms in fragile hands  I thought you said forever, over and over A sleepless night becomes bitter oblivion These thoughts run through my head, over and over Complaints of violins become my only friends  August evenings Bring solemn warnings to remember To kiss the ones you love goodnight  You never know what temporal days may bring Laugh, love, live free, and sing When life is in discord Praise ye the Lord  Who's gonna call on Sunday morning? Who's gonna drive you home? I just want one more chance To put my arms in fragile hands  I thought you said forever, over and over A sleepless night becomes bitter oblivion These thoughts run through my head, over and over Complaints of violins become my only friends  Friends  I thought you said forever, over and over A sleepless night becomes bitter oblivion These thoughts run through my head, over and over Complaints of violins become my only friends  I thought you said forever, over and over (And over and over)  These thoughts run through my head"
sad_all/People.mp3,El Perro Del Mar,People,I can't understand people (x4)  And I guess that's all right  I guess that's all right  'Cause they can't understand me  They can't understand me  And I guess that's all right  I guess that's all right  'Cause they can't understand me  They can't understand me  I can't understand people  I can't understand people
sad_all/Photograph.mp3,Air,Photograph,God would like to own your autograph The angels cry to have your photograph  As if you were all sweetness and light As fortune favours fools by candle light  God would like to own your autograph The angels fight over your photograph  Put your record on the phonograph Look at your position on the map
sad_all/Playground Love.mp3,Air,PLAYGROUND LOVE,"I'm a high school lover And you're my favorite flavor Love is all, all my soul You're my playground love  Yet my hands are shaking I feel my body reeling Times no matter, I'm on fire On the playground love  You're the piece of gold That flashes on my soul Extra time, on the ground You're my playground love  Anytime, anywhere You're my playground love"
"sad_all/Polygraph, Right Now! (Album Version).mp3",The Spill Canvas,"Polygraph, Right Now!",
sad_all/Porcelain.mp3,Moby,Porcelain,"Hey, hey, hey Woman, it's alright Hey, hey, hey Woman, it's alright  In my dreams I'm dying all the time Then I wake its kaleidoscopic mind I never meant to hurt you, I never meant to lie So this is goodbye, this is goodbye  Hey, hey, hey Woman, it's alright Hey, hey, hey Woman, it's alright Tell the truth you never wanted me (Hey, hey, hey) (Woman, it's alright) Tell me  In my dreams I'm jealous all the time Then I wake I'm going out of my mind, going out of my mind  Hey, hey, hey Woman, it's alright Hey, hey, hey Woman, it's alright Hey, hey, hey Woman, it's alright"
sad_all/R-Evolve.mp3,30 Seconds To Mars,R-Evolve,"A revolution has begun today for me inside The ultimate defense is to pretend Revolve around yourself just like an ordinary man The only other option to forget  Does it feel like we've ever been alive? Does it seem like it's only just begun?  To find yourself just look inside the wreckage of your past To lose it all you have to do is lie The policy is set and we are never turning back It's time for execution, time to execute Time for execution, time to execute!  Does it feel like we've ever been alive? Does it seem like it's only just begun? Does it feel like we've ever been alive inside? Does it seem like it's only just begun? It's only just begun  The evolution is coming! A revolution has begun! (It has begun!) The evolution is coming! A revolution has, yeah!  The evolution is coming! A revolution has begun! (It has begun!) The evolution is coming! A revolution has, yeah!  (Revolution...)"
sad_all/Realize.mp3,Colbie Caillat,Realize,"Take time to realize That your warmth is  Crashing down on in  Take time to realize That I am on your side Didn't I, didn't I tell you?  But I can't spell it out for you No it's never gonna be that simple No I can't spell it out for you  If you just realize what I just realized Then we'd be perfect for each other And will never find another Just realize what I just realized We'd never have to wonder if We missed out on each other now  Take time to realize Oh oh, I'm on your side Didn't I, didn't I tell you?  Take time to realize This all can pass you by  Didn't I tell you?  But I can't spell it out for you, No it's never gonna be that simple No I can't spell it out for you  If you just realize what I just realized Then we'd be perfect for each other And will never find another Just realize what I just realized We'd never have to wonder if We missed out on each other but  It's not the same No it's never the same If you don't feel it too If you meet me half way If you would meet me half way It could be the same for you  If you just realize what I just realized Then we'd be perfect for each other And will never find another Just realize what I just realized We'd never have to wonder Just realize what I just realized If you just realize what I just realized  Ooh ooh ooh  Missed out on each other now Missed out on each other now  Realize, realize, realize, realize"
sad_all/Sad Song.mp3,Noel Gallagher,Sad Song ,"Sing a sad song In a lonely place Try to put a word in for me It's been so long Since I found this place You better put in two or three We as people, are just walking 'round Our heads are firmly fixed in the ground What we don't see Well it can't be real What we don't touch we cannot feel  Where we're living in this town The sun is coming up and it's going down But it's all just the same at the end of the day And we cheat and we lie Nobody says it's wrong So we don't ask why 'Cause it's all just the same at the end of the day We're throwing it all away We're throwing it all away We're throwing it all away at the end of the day  If you need it Something I can give I know I'd help you if I can If your honest and you say that you did You know that I would give you my hand Or a sad song In a lonely place I'll try to put a word in for you Need a shoulder? well if that's the case You know there's nothing I wouldn't do  Where we're living in this town The sun is coming up and it's going down But it's all just the same at the end of the day When we cheat and we lie Nobody says it's wrong So we don't ask why 'Cause it's all just the same at the end of the day  Don't throw it all away Don't throw it all away Don't throw it all away Don't throw it all away Throwing it all away Throwing it all away Throwing it all away  Throwing it all away Throwing it all away You're throwing it all away at the end of the day"
sad_all/Sad Song2.mp3,Peasant,Sad Song,
sad_all/Saving Us (Album Version).mp3,Serj Tankian,Saving Us (Album Version),"Why do we sit around and break each other's hearts tonight Why do we dance around the issues till the morning light When we sit and talk and tear each other's lives apart You were the one to tell me go But you were the one for me and now you're going through the door When you take that step I love you baby more and more We need to laugh and sing and cry and warm each other's hearts tonight Observing the fun of everything and loving all of mother God  Tearing us, You're tearing us You're breaking us, You're breaking us You're killing us, killing us, You're saving us, you're saving us You're tearing us, you're tearing us You're breaking us, breaking us You're killing us, killing us You're saving us  Why do we sit around and break each other's hearts tonight Why do we dance around the issues till the morning light When we sit and talk and tear each other's lives apart You were the one to tell me go But you were the one for me and now you're going through the door When you take that step I love you baby more and more We need to laugh and sing and cry and warm each other's hearts tonight Observing the fun of everything and loving all of mother God  You're tearing us, you're tearing us You're breaking us, you're breaking us You're killing us, killing us You're saving us, you're saving us You're tearing us, you're tearing us You're breaking us, you're breaking us You're killing us, killing us You're saving us  Forever alive, forever alive, forever, forever Forever alive, forever alive, forever Never and ever again  You're tearing us, you're tearing us You're breaking us, you're breaking us You're killing us, killing us You're saving us, you're saving us You're tearing us, you're tearing us You're breaking us, you're breaking us You're killing us, killing us You're saving us, you're saving us  (Forever alive) You're tearing us, you're tearing us (Forever alive) You're breaking us, you're breaking us (Forever) You're killing us, killing us You're saving us, you're saving us (Forever alive) You're tearing us, you're tearing us (Forever alive) You're breaking us, you're breaking us (Forever) You're killing us, killing us You're saving us"
