stem,word,pos
weiß,weiß,
zoo,zoo,
note,note,
soñar,soñar,
satellit,satellite,
squad,squad,
loca,loca,
take,take,VB
deux,deux,
fingertip,fingertips,
destroy,destroy,
concern,concerned,JJ
blunt,blunt,
noth,nothing,
channel,channel,
surf,surf,
miei,miei,
begin,begin,VB
sure,sure,JJ
pain,pain,
trace,trace,
normal,normal,JJ
track,track,
ust,usted,JJ
price,price,
knew,knew,
wird,wird,
paid,paid,VB
butterfli,butterfly,
champagn,champagne,
cualquier,cualquier,
pair,pair,
knee,knees,
america,america,
bluebird,bluebird,
på,på,
anch,anche,
lawn,lawn,
pathet,pathetic,JJ
rescu,rescue,
angst,angst,
egg,egg,
alguna,alguna,
later,later,
drive,drive,
tooth,tooth,
sunset,sunset,
greed,greed,VB
axe,axe,
voodoo,voodoo,
steadi,steady,JJ
hungri,hungry,JJ
shop,shop,
perch,perche',
troi,trois,
shot,shot,
show,show,
cheat,cheat,
need,need,
olho,olhos,
cheap,cheap,
estoy,estoy,
bright,bright,
shoe,shoes,
corner,corner,
trop,trop,
takin,takin',
estou,estou,
inn,inn,
ground,ground,
aint,aint,
righteous,righteous,JJ
onli,only,
slow,slow,VB
unkind,unkind,
stair,stairs,
lua,lua,
dich,dich,
pen,pen,VB
himmel,himmel,
dick,dick,
joka,joka,
behind,behind,
crime,crime,
joli,jolie,
lumièr,lumière,
wood,wood,
black,black,JJ
aina,aina,
stormi,stormy,
när,när,
stain,stained,VB
deseo,deseo,
vuela,vuela,
predict,predict,
american,american,JJ
stay,stay,
get,get,VB
ventana,ventana,
toca,toca,
mission,mission,
cannot,cannot,
georg,george,
gee,gee,
lui,lui,
cryin,cryin',
geh,geh,
gen,gens,
stroll,stroll,
truli,truly,
prime,prime,
reveal,reveal,
pistol,pistol,
prima,prima,
pimp,pimp,
artist,artist,
leather,leather,
schwer,schwer,
borrow,borrow,VB
tension,tension,
priest,priest,JJ
leur,leur,
sehn,sehn,
silencio,silencio,
dough,dough,
where,where,
husband,husband,
figur,figure,
dice,dice,
burst,burst,
station,station,
conscienc,conscience,
seat,seat,
asleep,asleep,
honesti,honesty,
seam,seams,
contar,contar,
sport,sport,
sait,sait,
wonder,wonder,VB
infinit,infinite,
appear,appear,VB
televis,television,
crystal,crystal,
label,label,
cd,cd,
3,3,
estar,estar,
between,between,
llorar,llorar,
import,important,JJ
yesterday,yesterday,
ormai,ormai,
across,across,
fight,fight,
vie,vie,
parent,parents,
dinero,dinero,
screen,screen,
tus,tus,
tut,tut,
obscen,obscene,
punto,punto,
guitar,guitar,
cycl,cycle,
jo,jo,
comm,comme,
como,como,
tuo,tuo,
je,je,
spark,spark,
comb,comb,
come,come,VB
tue,tue,
vrai,vrai,
blame,blame,
mond,monde,
superstar,superstar,
canta,canta,
useless,useless,
tuck,tuck,
quier,quieres,
quiet,quiet,JJ
empezar,empezar,
s,s,
tous,tous,JJ
tout,tout,
aura,aura,
igen,igen,
quien,quien,
mani,many,JJ
canción,canción,
mann,mann,
mano,mano,
among,among,
você,você,
spoil,spoil,
cancer,cancer,
distancia,distancia,
color,color,
hypnot,hypnotized,VB
pot,pot,
inspir,inspiration,
cuando,cuando,
insist,insist,
messin,messin',
pon,pon,
jaw,jaw,
pole,pole,
featur,features,
besoin,besoin,
poi,poi,
fucker,fucker,
constant,constant,JJ
comprehend,comprehend,
boat,boat,
damag,damage,
mare,mare,
ultim,ultimate,JJ
seiz,seize,VB
sest,s'est,JJ
coupl,couple,
stretch,stretch,
west,west,
oder,oder,
suicid,suicide,
ja,ja,
breath,breath,
toss,toss,
pourtant,pourtant,
qué,qué,
venir,venir,
carv,carved,VB
buscar,buscar,
graveyard,graveyard,
reaction,reaction,
hurrican,hurricane,
thousand,thousand,
valor,valor,
rubi,ruby,
lamour,l'amour,
ceux,ceux,
tiger,tiger,
wake,wake,VB
rememb,remember,VB
instant,instant,
amant,amante,
spirit,spirit,
those,those,
sound,sound,
myself,myself,
casa,casa,
these,these,
slumber,slumber,
caso,caso,
pobr,pobre,
casi,casi,
cash,cash,
cree,crees,
trick,trick,
cast,cast,
céu,céu,
scum,scum,
vaikka,vaikka,
fim,fim,
cock,cock,
spotlight,spotlight,
buen,buen,
pushin,pushin',
ive,ive,JJ
anytim,anytime,
conmigo,conmigo,
seein,seein',
muerto,muerto,
soil,soil,
convinc,convince,
worri,worry,
destin,destination,
strain,strain,
sudden,suddenly,
eras,erase,
soir,soir,
absurd,absurd,
everyday,everyday,JJ
viento,viento,
par,par,
pas,pas,
medio,medio,
pay,pay,
thinkin,thinkin',
medic,medication,
bowl,bowl,
tour,tour,
same,same,JJ
check,check,VB
gentlemen,gentlemen,
food,food,
extraño,extraño,
heartbreak,heartbreak,
blanket,blanket,
motherfuckin,motherfuckin',
hecho,hecho,
sucker,sucker,
admir,admire,
eventu,eventually,
pal,pal,
pan,pan,
week,week,
phantom,phantom,
för,för,
oil,oil,
kuinka,kuinka,
see,see,VB
ni,ni,
sotto,sotto,
itâ,itâs,
nest,n'est,JJ
driver,driver,
someon,someone,
weed,weed,VB
driven,driven,VB
dabei,dabei,
disguis,disguise,
weer,weer,
defi,defy,
weep,weep,VB
tenho,tenho,
handsom,handsome,
drain,drain,
cherri,cherry,
no,no,
nothin,nothin',
justifi,justify,VB
hustl,hustle,
lento,lento,
machen,machen,
relief,relief,
temptat,temptation,
conoc,conoce,
ces,ces,
model,model,
reward,reward,
sinner,sinner,
taxi,taxi,
summer,summer,
violenc,violence,
execut,execution,
vamo,vamos,
visto,visto,
neon,neon,
rest,rest,
violent,violent,
quién,quién,
kill,kill,
scrape,scrape,
file,file,
touch,touch,
flavor,flavor,
habrá,habrá,
speed,speed,
halfway,halfway,
blow,blow,
quella,quella,
death,death,
rosi,rosie,
parad,parade,
rose,rose,VB
llanto,llanto,
bobbi,bobby,
quello,quello,
except,except,
littl,little,JJ
odio,odio,
instrument,instrumental,JJ
ghetto,ghetto,
pile,pile,
4,4,
iâ,iÂ'm,
verso,verso,
wär,wär,
struck,struck,
llorando,llorando,
determin,determined,VB
pill,pills,
kingdom,kingdom,
ditt,ditt,
mucho,mucho,
rejoic,rejoice,
frown,frown,
amo,amo,
damnat,damnation,
ama,ama,
por,por,
lado,lado,
ladi,lady,
gonna,gonna,
dart,darte,
dark,dark,
moi,moi,
temperatur,temperature,
traffic,traffic,
pop,pop,
mom,mom,
darl,darling,VB
libr,libre,
railroad,railroad,
leva,leva,
reap,reap,VB
dare,dare,
meat,meat,
saniti,sanity,
duti,duty,
beggin,beggin',
stranger,stranger,
wel,wel,
kickin,kickin',
twin,twin,
shelf,shelf,
nu,nu,
chamber,chamber,
oblivion,oblivion,
maker,maker,
t,t,
hallelujah,hallelujah,
whatcha,whatcha,
opportun,opportunity,
claw,claws,
morena,morena,
manag,manage,
clap,clap,
emerg,emergency,
fulfil,fulfill,
wonderin,wonderin',
doll,doll,
soy,soy,
iâm,iâm,
muscl,muscle,
butt,butt,
nombr,nombre,
naar,naar,
root,roots,
radiat,radiation,
buzz,buzz,
freez,freeze,
besser,besser,
slice,slice,
lotta,lotta,
drank,drank,
easili,easily,
noon,no-one,
hoje,hoje,
slick,slick,
legal,legal,JJ
moon,moon,
meiner,meiner,
‘caus,‘cause,
teardrop,teardrops,
exit,exit,
runaway,runaway,
är,är,
devot,devotion,
complic,complicated,VB
knife,knife,
power,power,
raus,raus,
dicen,dicen,
garbag,garbage,
sido,sido,
earn,earn,
slaughter,slaughter,
quem,quem,
broken,broken,
habe,habe,
nós,nós,
throw,throw,VB
nosotro,nosotros,
oo,oo,
on,on,
om,om,
ol,ol',
wolv,wolves,
abus,abuse,
oi,oi,
oh,oh,
og,og,
of,of,
ach,aching,VB
ohoh,oh-oh,
ob,ob,
greater,greater,JJ
meal,meal,
chop,chop,
degre,degree,
intens,intense,JJ
wolf,wolf,
stand,stand,
neighbor,neighbors,
roam,roam,
ow,ow,
ou,ou,
luck,luck,
os,os,
or,or,
road,road,
op,op,
routin,routine,JJ
anybodi,anybody,
esser,essere,
press,press,
misti,misty,
mari,mary,
honki,honky,
amiga,amiga,
strip,strip,
effort,effort,
uptown,uptown,JJ
nurs,nurse,
mark,mark,
your,your,
restless,restless,
het,het,
scorn,scorn,
nein,nein,
her,her,
gleam,gleam,
saudad,saudade,
there,there,
lon,l'on,
hey,hey,
start,start,
fascin,fascination,
starv,starving,VB
low,low,JJ
lot,lot,
lou,lou,
hem,hem,
valley,valley,
escapar,escapar,
yah,yah,
gain,gain,
lang,lang,
bottl,bottle,
dormir,dormir,
enough,enough,
stupid,stupid,JJ
regard,regard,
amongst,amongst,
soledad,soledad,
gibt,gibt,
gore,gore,
dolor,dolor,
fighter,fighter,
with,with,
conclus,conclusion,
faster,faster,
pull,pull,
rush,rush,
darken,darkened,VB
dirti,dirty,
joint,joint,JJ
rage,rage,
vice,vice,
ember,embers,
tellin,tellin',
flirt,flirt,
agora,agora,
grasp,grasp,
grass,grass,
rust,rust,
connect,connection,
gone,gone,VB
ohn,ohne,
ab,ab,
ohh,ohh,
ad,ad,
fright,fright,
ai,ai,
ah,ah,
am,am,VB
al,al,
deep,deep,JJ
nerv,nerve,
sacr,sacred,VB
tengo,tengo,
intro,intro:,
au,au,
uit,uit,
aw,awful,JJ
av,av,
ay,ay,
deed,deeds,
az,az,
rearrang,rearrange,
flock,flock,
film,film,
fill,fill,
abyss,abyss,
jingl,jingle,
coração,coração,
idiot,idiot,
forsak,forsake,
repent,repent,
rubber,rubber,
field,fields,
5,5,
vad,vad,
you,you,
trash,trash,
babylon,babylon,
10,10,
poor,poor,JJ
shelter,shelter,
domani,domani,
symbol,symbol,
teeth,teeth,
drift,drifting,VB
m,m,
terra,terra,
keepin,keepin',
peak,peak,
mentira,mentira,
sulla,sulla,
lair,l'air,
peac,peace,
pool,pool,
lipstick,lipstick,
meadow,meadow,
wife,wife,
thorn,thorns,
flyin,flyin',
mask,mask,
mash,mash,
moonlight,moonlight,
mentr,mentre,
u,u,
pierc,pierce,
castl,castle,
alright,alright,
escap,escape,
apathi,apathy,
togeth,together,
all,all,
diss,diss,
liar,liar,
forget,forget,
cough,cough,
ali,ali,
forbidden,forbidden,
lack,lack,
dollar,dollar,
correr,correr,
fuego,fuego,
ciudad,ciudad,
dish,dish,
follow,follow,VB
sueño,sueño,
lace,lace,
sung,sung,
carpet,carpet,
habla,habla,
corps,corpse,
ty,ty,
imma,imma,
tu,tu,
dieser,dieser,
to,to,
tail,tail,
program,program,
ti,ti,
crimson,crimson,
smile,smile,
kvar,kvar,
te,te,
knot,knot,
oss,oss,
introduc,introduce,
ta,ta,
faz,faz,
ninguém,ninguém,
vers,verse,
woman,woman,
estaba,estaba,
vert,verte,
song,song,
far,far,
horror,horror,
fat,fat,
sono,sono,
vera,veras,
we’r,we’re,
hypocrit,hypocrite,
fai,fais,
einmal,einmal,JJ
verd,verde,
fall,fall,
veri,very,
ayer,ayer,
ticket,ticket,
strang,strange,JJ
strand,stranded,VB
trigger,trigger,
gott,gott,
pueblo,pueblo,
heaven,heaven,
alma,alma,
harri,harry,
list,list,
fatto,fatto,
forti,forty,
nossa,nossa,
sang,sang,
sand,sand,
sane,sane,
small,small,JJ
lisa,lisa,
buck,buck,
stumbl,stumble,JJ
ora,ora,
quun,qu'un,
dimens,dimension,
neighborhood,neighborhood,
tem,tem,
ten,ten,
haar,haar,
tea,tea,
volar,volar,JJ
paso,paso,
vete,vete,
past,past,
strung,strung,
zero,zero,
pressur,pressure,
design,design,
pass,pass,
further,further,
ter,ter,
tes,tes,
mill,mille,
ribbon,ribbons,
belief,belief,
excit,excited,VB
what,what,
stood,stood,
microphon,microphone,
clock,clock,
nana,nana,
sun,sun,
sum,sum,
sul,sul,
abl,able,JJ
quelqu,quelques,
sui,suis,
fleur,fleurs,
crush,crush,
public,public,JJ
abr,abre,
version,version,
sus,sus,
sur,sur,
deepli,deeply,
ang,ang,
method,method,
jede,jede,
movement,movement,
full,full,JJ
themselv,themselves,
nena,nena,
tragedi,tragedy,
vale,vale,
kimi,kimi,
heb,heb,
aquello,aquellos,
immort,immortal,
trunk,trunk,
hast,hast,
depend,depend,VB
goodby,goodbye,
standard,standard,
legend,legend,VB
valu,value,
leav,leave,VB
arena,arena,
search,searching,VB
graviti,gravity,
ahead,ahead,
miseri,misery,
whine,whine,
brutal,brutal,
premier,premier,
soldier,soldier,
base,base,
près,près,
durch,durch,
pick,pick,
action,action,
narrow,narrow,
medicin,medicine,
via,via,
depart,departed,VB
declin,decline,
vez,vez,
hogi,hogy,
africa,africa,
vil,vil,
él,él,
és,és,
ask,ask,VB
voyag,voyage,
send,send,VB
famili,family,
demis,demise,
asi,asi,
tutto,tutto,
eye,eyes,
tutti,tutti,
liber,liberate,
faint,faint,
two,two,
mort,mort,
pearl,pearls,
morn,morning,VB
6,6,
taken,taken,VB
fr,fr,
minor,minor,JJ
more,more,
teen,teen,
tryna,tryna,
flaw,flaws,
diamond,diamond,
door,door,
alltid,alltid,
mire,mire,
hundr,hundred,VB
hurri,hurry,
mira,mira,
askin,askin',
terror,terror,
flag,flag,
stick,stick,
broke,broke,VB
aris,arise,
known,known,VB
compani,company,
doom,doom,
komm,komm,
estribillo,estribillo,
glad,glad,
don’t,don’t,
town,town,
mí,mí,
none,none,
thread,thread,
eden,eden,
hous,house,
ça,ça,
der,der,
des,des,
det,det,
dew,dew,
dei,dei,
remain,remain,
del,del,
dem,dem,
den,den,
learn,learn,VB
abandon,abandoned,VB
male,male,
dee,dee,
enfant,enfants,
mala,mala,
explod,explode,
orlean,orleans,
shark,shark,
bam,bam,
wieder,wieder,
rua,rua,
brown,brown,
challeng,challenge,
share,share,
accept,accept,VB
autumn,autumn,
fiddl,fiddle,
azul,azul,
poni,pony,
wet,wet,
explor,explore,
explos,explosion,
pone,pone,
sharp,sharp,JJ
scar,scars,
dress,dress,
condemn,condemned,VB
toni,tony,
siren,sirens,
cours,course,
court,court,
untru,untrue,JJ
divid,divide,
rather,rather,
anoth,another,
comfort,comfort,
breast,breast,
divin,divine,
voltar,voltar,
fame,fame,
musica,musica,
cling,cling,VB
calma,calma,
vorbei,vorbei,
oye,oye,
strong,strong,JJ
simpl,simple,
needl,needle,
unabl,unable,JJ
plant,plant,
okay,okay,
eterno,eterno,
rude,rude,
whirl,whirl,
our,our,
blacken,blackened,VB
sneak,sneak,
reflect,reflection,
fa,fa,
plane,plane,
embrac,embrace,
fe,fe,
numb,numb,
quisiera,quisiera,
fi,fi,
maar,maar,
bloom,bloom,
sehen,sehen,
fo,fo,
a,a,
planet,planet,
circumst,circumstance,
twelv,twelve,
kein,kein,
read,read,VB
coat,coat,
doctor,doctor,
children,children,
combin,combination,
dragon,dragon,
caus,'cause,
coal,coal,
shore,shore,
ego,ego,
dread,dread,
shade,shade,
media,media,
aller,aller,
minuto,minuto,
dream,dream,
paz,paz,
herida,herida,
ding,ding,VB
help,help,
pant,pants,
somo,somos,
soon,soon,
trade,trade,
held,held,
paper,paper,
through,through,
sere,sere,
pane,pane,
hell,hell,
perhap,perhaps,
suffer,suffer,
realiz,realize,VB
24,24,
style,style,
meinen,meinen,
pens,pense,
glide,glide,
sopra,sopra,
late,late,
grade,grade,
allt,allt,
lucif,lucifer,
pena,pena,
lontano,lontano,
speech,speech,
bout,'bout,
team,team,
might,might,
alter,alter,
suppli,supply,
yi,yi,
ant,antes,
good,good,JJ
return,return,
yo,yo,
ya,ya,
mientra,mientras,
pollut,pollution,
ye,ye,
uhh,uhh,
miedo,miedo,
ficar,ficar,
somebodi,somebody,
laiss,laisse,
dedo,dedos,
farewel,farewell,
foot,foot,
disgrac,disgrace,
musiqu,musique,
adventur,adventure,
complain,complain,
bigger,bigger,JJ
virtu,virtue,
tuoi,tuoi,
fairi,fairy,
2x,(2x),
donc,donc,
vara,vara,
porta,porta,
mysteri,mystery,
did,did,VB
achiev,achieve,VB
naughti,naughty,
eager,eager,
teas,tease,
ceas,cease,
found,found,
friendship,friendship,
breakdown,breakdown,
harm,harm,
shock,shock,
england,england,
mental,mental,JJ
weight,weight,
meaningless,meaningless,
colder,colder,
fish,fish,
hard,hard,JJ
idea,idea,
terrifi,terrified,VB
realli,really,
heavi,heavy,JJ
sober,sober,
toda,toda,
finish,finish,
expect,expect,VB
fist,fist,
aldrig,aldrig,
into,into,
energi,energy,
beyond,beyond,
todo,todo,
nosso,nosso,
flower,flowers,
safeti,safety,
alcohol,alcohol,
suprem,supreme,
glitter,glitter,
dónde,dónde,
princ,prince,
bubbl,bubble,JJ
si,si,
health,health,
hill,hill,
7,7,
print,print,
tí,tí,
san,sans,
highway,highway,
ass,ass,
pum,pum,
bald,bald,
bass,bass,
dirt,dirt,
pue,pues,
friday,friday,
guess,guess,
dune,d'une,
ness,ness,
mmm,mmm,
dit,dit,
reason,reason,
heroin,heroin,
será,será,
believ,believe,VB
dire,dire,
put,put,VB
teach,teach,
ash,ashes,
pasado,pasado,
sidewalk,sidewalk,
thrown,thrown,
alt,alt,
legion,legions,
prophet,prophet,
fearless,fearless,
so,so,
voor,voor,
struggl,struggle,
sicken,sickening,VB
deje,dejes,
wither,withered,VB
cloudi,cloudy,
w,w,
dejo,dejo,
heartbeat,heartbeat,
lifetim,lifetime,
fallen,fallen,VB
virgin,virgin,
feed,feed,
sympathi,sympathy,
major,major,JJ
bonito,bonito,
dont,dont,
hopin,hopin',
wilder,wilderness,
feel,feel,
nach,nach,
number,number,
evolut,evolution,
feet,feet,
cada,cada,
sailor,sailor,
done,done,VB
dond,donde,
dong,dong,
blank,blank,
guard,guard,
mist,mist,
miss,miss,
fanci,fancy,
donn,donne,
passer,passer,
razor,razor,
differ,different,JJ
killin,killin',
kom,kom,
guest,guest,JJ
jet,jet,
nome,nome,
blossom,blossom,
avec,avec,
mont,monte,
least,least,JJ
collar,collar,
player,player,
contra,contra,
stori,story,
robe,robe,
jeg,jeg,
storm,storm,
ze,ze,
mama,mama,
master,master,
scheme,scheme,
jen,j'en,
banana,banana,
store,store,
pare,pare,
parc,parce,
saint,saint,
para,para,
pump,pump,
month,months,
hotel,hotel,
park,park,
música,música,
asshol,asshole,
za,za,
mmmm,mmmm,
då,då,
corpo,corpo,
part,part,
prend,prends,
twenti,twenty,
schon,schon,
grace,grace,
reliev,relieve,VB
king,king,VB
kind,kind,VB
b,b,
sta,sta,
whenev,whenever,
perfum,perfume,
remov,remove,VB
sto,sto,
dans,danse,
aah,aah,
vocal,vocal,JJ
horizont,horizonte,
youth,youth,
bride,bride,
asham,ashamed,VB
stalk,stalking,VB
esquina,esquina,
pienso,pienso,
ô,ô,
danc,dance,
weapon,weapon,
contr,contre,
outta,outta,
atmospher,atmosphere,
belli,belly,
croi,crois,
aussi,aussi,
queria,queria,
complet,complete,JJ
blond,blonde,
dedic,dedicated,VB
steht,steht,
piensa,piensa,
sell,sell,VB
lie,lies,
advanc,advance,
jour,jour,
built,built,VB
dude,dude,
blanco,blanco,
lil,lil',
blanca,blanca,
self,self,
euch,euch,JJ
couch,couch,JJ
lit,lit,
also,also,
liv,liv,
without,without,
pasar,pasar,
build,build,VB
command,command,
waitin,waitin',
play,play,VB
parl,parle,
sleepin,sleepin',
tuve,tuve,
kad,kad,
victim,victim,
english,english,JJ
reach,reach,
chart,charts,
essa,essa,
perro,perro,
virus,virus,
3x,(3x),
charm,charm,
pari,paris,
diferent,diferente,
suitcas,suitcase,
glück,glück,
charg,charge,
amaz,amazing,VB
ka,ka,
ke,ke,
minha,minha,
unspoken,unspoken,JJ
clear,clear,JJ
minä,minä,
destruct,destruction,
clean,clean,JJ
repli,reply,
weigh,weigh,JJ
barrel,barrel,
i`m,i`m,
nube,nubes,
gleich,gleich,
nessuno,nessuno,
gold,gold,
tener,tener,
melodi,melody,
flicker,flicker,
croir,croire,
gefühl,gefühl,
golp,golpe,
há,há,
quedan,quedan,
fino,fino,
finn,finns,
ojo,ojos,
font,font,
fine,fine,
find,find,VB
paus,pause,
giant,giant,
sayin,sayin',
pretti,pretty,
sentenc,sentence,
nervous,nervous,JJ
bonheur,bonheur,
writer,writer,
solut,solution,
quel,quel,
vision,vision,
piedra,piedra,
beat,beat,
jazz,jazz,
quer,quer,
traum,traum,
betray,betrayed,
money,money,
8,8,
unhappi,unhappy,JJ
gå,gå,
hip,hip,
shepherd,shepherds,
remedi,remedy,
his,his,
hit,hit,
mein,mein,
bend,bend,VB
express,express,
estrella,estrellas,
famous,famous,JJ
grew,grew,VB
hid,hid,
stir,stir,
compass,compassion,
jetzt,jetzt,
jsui,j'suis,
hij,hij,
silk,silk,
sunni,sunny,
him,him,
hin,hin,
merci,mercy,
appeal,appeal,
timeless,timeless,
foto,foto,
proclaim,proclaim,
enemi,enemy,
booz,booze,
geld,geld,
common,common,JJ
gotten,gotten,VB
verdad,verdad,
nowher,nowhere,
hon,hon,
sew,sew,
seventeen,seventeen,
set,set,
art,art,
ser,ser,
delus,delusion,
creator,creator,
overwhelm,overwhelmed,JJ
jade,jaded,VB
vine,vine,
around,around,
grey,grey,
bara,bara,
idol,idol,
lion,lion,
sed,sed,VB
dumb,dumb,
are,are,VB
sea,sea,
tender,tender,
close,close,
laat,laat,
aunqu,aunque,
arm,arms,
sei,sei,
seh,seh,
seal,seal,
project,projects,
movin,movin',
spiritu,spiritual,JJ
fuist,fuiste,
dann,dann,
someth,something,VB
wail,wail,
guitarra,guitarra,
case,case,
woo,woo,
won,won,
woh,woh,
lei,lei,
woe,woe,
guilt,guilt,
hold,hold,VB
experi,experience,
dein,dein,
kneel,kneel,VB
piss,piss,
concentr,concentrate,
soll,soll,
makeup,makeup,
shinin,shinin',
iron,iron,
goddamn,goddamn,
barrio,barrio,
sold,sold,VB
sole,sole,
isol,isolation,
sola,sola,
spray,spray,
samba,samba,
arrang,arranged,VB
ikk,ikke,
jeder,jeder,
cristal,cristal,
purpl,purple,
tres,tres,
että,että,
sufrir,sufrir,
both,both,
c,c,
toward,towards,
last,last,JJ
thou,thou,
breakin,breakin',
alon,alone,
troppo,troppo,
foreign,foreign,JJ
alor,alors,
razón,razón,
secreto,secreto,
forgotten,forgotten,
¿qué,¿qué,
bond,bond,
afar,afar,
blaze,blaze,
load,load,
gypsi,gypsy,
childhood,childhood,
simpli,simply,
reject,reject,
point,point,
olla,olla,
sweet,sweet,
sweep,sweep,
rosa,rosa,
dancer,dancer,
majesti,majesty,
church,church,
rave,rave,VB
mistak,mistake,
pensamiento,pensamiento,
bridg,bridge,
deceiv,deceive,JJ
belt,belt,
sonrisa,sonrisa,
worthless,worthless,
devil,devil,
filth,filth,
dum,dum,
dun,d'un,
pu,pu,
dub,dub,
blink,blink,
due,due,JJ
empti,empty,JJ
miser,miserable,JJ
depui,depuis,
whom,whom,
secret,secret,JJ
pa,pa,
damn,damn,
pe,pe,
threaten,threatening,VB
brick,brick,
pi,pieds,
po,po',
woke,woke,
dame,dame,
firm,firm,
invis,invisible,JJ
sweetheart,sweetheart,
modern,modern,JJ
flight,flight,
champion,champion,
gay,gay,
pronto,pronto,
fire,fire,
infect,infected,VB
imag,image,
aprè,après,
gas,gas,
gar,gar,
demasiado,demasiado,
gal,gal,
understand,understand,
occhi,occhi,
vuol,vuole,
demand,demand,
educ,education,
cantar,cantar,
funk,funk,
convers,conversation,
highest,highest,JJ
stolen,stolen,VB
ignit,ignite,
look,look,VB
tambien,tambien,
cur,cur,
solid,solid,JJ
straight,straight,
bill,bill,
här,här,
crazi,crazy,
rope,rope,
pace,pace,
while,while,
caress,caress,
kick,kick,
abov,above,
error,error,
fun,fun,
fleet,fleeting,VB
sombra,sombra,
ruido,ruido,
andar,andar,
everyon,everyone,
pack,pack,
grip,grip,
gimm,gimme,
pound,pound,
esperanza,esperanza,
readi,ready,JJ
mystic,mystic,JJ
von,von,
demon,demons,
voi,vois,
rip,rip,
feliz,feliz,
rio,rio,
vow,vow,
vor,vor,
centuri,century,
decay,decay,
rid,rid,JJ
vanish,vanish,VB
anguish,anguish,JJ
ohhhh,ohhhh,
voz,voz,
chase,chase,
wrath,wrath,
resurrect,resurrection,
importa,importa,
starlight,starlight,
grant,granted,VB
belong,belong,
butcher,butcher,
funni,funny,
basta,basta,
grand,grand,JJ
9,9,
ray,ray,
boom,boom,
memphi,memphis,
higher,higher,JJ
pray,pray,
caer,caer,
appreci,appreciate,
tower,tower,
itch,itch,
mountain,mountain,
camera,camera,
defeat,defeat,
se,se,
haus,haus,
moment,moment,
000,000,
seren,serenity,
extrem,extreme,
giorni,giorni,
mot,mots,
giorno,giorno,
weird,weird,JJ
adentro,adentro,
haga,haga,
lower,lower,JJ
older,older,JJ
primavera,primavera,
adesso,adesso,
spent,spent,
hago,hago,
person,person,
cheer,cheer,
chees,cheese,
elev,elevator,
f,f,
y,y,
revolv,revolver,
tast,taste,
spend,spend,VB
howl,howling,VB
mon,mon,
i’m,i’m,
coup,coup,
chord,chords,
burden,burden,
blur,blur,
tanto,tanto,
claro,claro,
obscur,obscure,
nuestra,nuestra,
shape,shape,
you´r,you´re,
world,world,
i’v,i’ve,
unto,unto,
nuestro,nuestro,
wage,wage,
cut,cut,
cup,cup,
ciel,ciel,
cuz,cuz,
calor,calor,
havin,havin',
arriba,arriba,
grin,grin,
voll,voll,
snap,snap,
hombr,hombre,
cum,cum,
hater,haters,
bin,bin,
wil,wil,
march,march,
maria,maria,
amart,amarte,
bleibt,bleibt,
bid,bid,
sittin,sittin',
almighti,almighty,
lovin,lovin',
judgement,judgement,
game,game,
quest,quest,JJ
volver,volver,
warmth,warmth,
bit,bit,
awaken,awaken,
bir,bir,
paint,paint,
vino,vino,
bruis,bruised,VB
knock,knock,
d,d,
spine,spine,
confront,confront,
signal,signal,
clay,clay,
glove,glove,VB
strife,strife,
chorus,chorus,
collect,collect,VB
een,een,
conceiv,conceive,JJ
donna,donna,
gloom,gloom,
sleigh,sleigh,JJ
cruis,cruise,
foolish,foolish,JJ
parar,parar,
mighti,mighty,
often,often,
mía,mía,
mío,mío,
spring,spring,
christian,christian,JJ
creation,creation,
some,some,
back,back,
understood,understood,
palm,palm,
loser,loser,
sight,sight,
mirror,mirror,
wonderland,wonderland,
curious,curious,JJ
surpris,surprise,
pale,pale,
senseless,senseless,
rien,rien,
scale,scale,
chocol,chocolate,
maiden,maiden,
encuentro,encuentro,
schön,schön,
pet,pet,
peu,peu,
ave,ave,
shall,shall,
medo,medo,
per,per,
religion,religion,
pelo,pelo,
sagen,sagen,
larg,large,JJ
undon,undone,
anni,annie,
fuori,fuori,
vece,veces,
pela,pela,
kai,kai,
anna,anna,
either,either,
machin,machine,
be,be,VB
sixteen,sixteen,
run,run,VB
ba,ba,
rum,rum,
rub,rub,
word,words,
bo,bo,
rug,rug,
rue,rue,
nuevo,nuevo,
bu,bu,
step,step,
weil,weil,
hän,hän,
squeez,squeeze,
santa,santa,
starri,starry,
santo,santo,
crap,crap,
carol,carol,
by,by,
nueva,nueva,
shine,shine,
faith,faith,
candl,candle,
mão,mão,
most,most,JJ
searchin,searchin',
bist,bist,
perd,perd,
shini,shiny,
brooklyn,brooklyn,
valentin,valentine,
drama,drama,
duda,duda,
idl,idle,JJ
dine,dine,
heel,heels,
pudiera,pudiera,
wanna,wanna,
block,block,
sua,sua,
miracl,miracle,
genocid,genocide,
real,real,JJ
fan,fan,
pero,pero,
hermano,hermano,
within,within,
usual,usually,
momma,momma,
jimmi,jimmy,
fallin,fallin',
chang,change,
lesson,lesson,
ann,ann,
alguém,alguém,
stench,stench,
holla,holla,
desol,desolate,
tú,tú,
ao,ao,
allí,allí,
tô,tô,
question,question,
pierdo,pierdo,
submit,submit,
liegt,liegt,
feu,feu,
parec,parece,
keinen,keinen,
suit,suit,
forward,forward,
mach,mach,
qua,qua,
poder,poder,
tá,tá,
aqu,aqu,
