tid,mxm_tid,artist_name_mxm,title_mxm
TRMMZZF128F92F96E1,8086775,Boozoo Bajou,Fuersattel
TRMMZAW128F930B851,10017774,Not Your Average Hippy,Arid Solar Wind
TRMMZMW128F427C396,677412,DREAMS COME TRUE,MOONLIGHT
TRMMZNK128F149044A,1133826,Talk Talk,I Believe in You
TRMMZFP128F934E711,3187845,Dominik Eulberg,"""Brenzlich, Brenzlich"" dachte der Feuersalamander"
TRMMZSB128F14A4950,7062844,The Rutles,Major Happy's Up and Coming Once Upon a Good Time Band
TRMMZEY128F4244253,1072640,Half Japanese,Movin On Up
TRMMZNV128F9352E7A,7802552,Fragile State,Undercurrent (Alucidnation Downtempo mix)
TRMMZQE128F92E799D,3864191,John Coltrane Quartet,I Wish I Knew
TRMMZMG128F427CA28,7093982,Jeff Lorber,Uncle Darrow's
TRMMZJI12903CA126D,4833839,Microwave Dave & The Nukes,Body and Fender Man
TRMMZNN128F42887EF,4238661,WHY?,Gemini (Birthday Song)
TRMMZIM12903CBBF55,13779079,Delaney & Bonnie and Friends with Eric Clapton,Coming Home
TRMMZFT128F4252625,1200699,Agathodaimon,After Dark
TRMMZTO128F92C95BD,7305544,Bratři Ebenové,Karlovy Vary
TRMMZLZ128F421774B,1995526,Halfway to Gone,Never Comin' Home
TRMMZCO128F4220E1F,3756026,Chiasm,Rewind
TRMMZDO128F426B386,4134721,Los Enemigos,Nadie me quiere
TRMMZYE128F9349941,2657985,La Habitación Roja,Cuando te hablen de mí
TRMMZXU128F427D16E,4050561,Patent Pending,67 Dollars and No Sense
TRMMZRY128F426C014,3244840,Kate Smith,Somebody Loves Me
TRMMZFU128F42BCDCD,8541633,Furry Lewis,Take Your Time Rag
TRMMZTZ128F426365D,659140,Halo Of Flies,D.D.T. Fin 13
TRMMZHL128F42677F0,7068843,Shooting at Unarmed Men,Sailing Keeps You Safe
TRMMZYR128F9305C1B,8038615,Rabbit,Broken Arrows
TRMMZXX128F146E474,5067831,Curtis Stigers,I Can't Stand Losing You
TRMMZHD128F427FE98,6979897,DeVotchKa,The Clockwise Witness
TRMMZZD128F422AA3C,7019513,Lacuna,Celebrate the Summer 2006
TRMMZRL128F4238A3A,3762686,Haikara,Jälleen on meidän
TRMMZTM12903CD177A,3918567,Aim,Ain't Got Time to Waste
TRMMZCP128F14AFDA4,1838309,Kreidler,Circles
TRMMZTK12903D114FF,6841256,Heredeiros da crus,Cocha meu miniño
TRMMZKO128F424AE86,1816259,Carey Bell,Going Back to Louisiana
TRMMZHG128F421B133,4019316,Bill Perry,Big Ass Green Van
TRMMZQW128F9342C09,3337408,Watchmaker,Jesus Is Coming
TRMMZWQ128F93462CD,5251792,Bob Baldwin,Cafezinho
TRMMZKU128F4296801,770408,Rick Astley,Never Knew Love
TRMMZOA128F147D074,5437283,Bobbie Gentry,Mississippi Delta
TRMMZRY12903D1368F,5159364,Patrik Isaksson,Vår sista dag
TRMMZOT128F149E9EE,5342487,The Chantels,Prayee
TRMMZNT128F4237C33,1044522,David Sanborn,Hideaway
TRMMZLQ12903CD7EA7,8374848,Kurt Vile,Red Apples
TRMMZAE128F930C07D,5684628,Týr,Lord of Lies
TRMMZAC12903CEFFA5,6115440,Impact,La tua eterna illusione
TRMMIBQ128F92FAE23,3742240,Conjunto Clasico,Al Salir El Sol
TRMMIDH12903CC2667,2715417,Billy Boy Arnold,Just a Dream
TRMMIWS12903CDFDAD,7210411,Asia 2001,Antartica
TRMMIFX128F933BB35,4984683,Gloria Lasso,Venus
TRMMIFE128F1491C8E,808390,Robert Plant,Your Ma Said You Cried in Your Sleep Last Night
TRMMIJB12903CD3A89,9585810,DJ Fait,No Easy Way Out (club mix)
TRMMIDR128F1456A40,738765,Muddy Waters,All Night Long
TRMMILX128F92FE3F7,9042989,Senser,Sandhurst in Zero G
TRMMIOJ128F92F40B9,1918873,Iron Butterfly,Iron Butterfly Theme
TRMMIAO128F9328C36,9183012,DD/MM/YYYY,Cancerboy on Hash
TRMMICT128F4287ABE,3682036,Miracle Chosuke,Vallejo
TRMMIYB12903CEFF1A,2900576,The Jackson Southernaires,It's All in the Word
TRMMIPY128F423739E,6592229,Mando Diao,Never Seen the Light of Day
TRMMIAR128F427AF13,3035276,One Way System,Believe Yourself
TRMMIHW128F9325496,7953488,C-Block,First Love
TRMMIIS128F426155F,12971421,Benassi Bros feat. Dhany,Make Me Feel
TRMMIEG128F425A851,3548754,Tihuana,Como eu queria...
TRMMIAQ128F14802D5,2144452,Andrés Calamaro,La verdadera libertad
TRMMIMB128F92F6356,2100846,Los Amantes de Lola,Valiums a tu tía
TRMMILJ128F4242AD2,3396923,Incantation,Merciless Tyranny
TRMMIGK128F145893F,910497,Japan,The Art of Parties
TRMMIZZ128F4289298,1495039,Bitty McLean,It Keep's Rainin'
TRMMIMZ128F9333503,985071,Continental Drifters,Tomorrow's Gonna Be
TRMMIHU12903CFF742,1627611,Enchant,Invisible
TRMMIUB128F428565E,7535688,AfroReggae,Benedito
TRMMIFD128F9325433,2488167,dc Talk,I Wish We'd All Been Ready
TRMMIMB128F93294FA,8307717,Kokolo,Soul Power
TRMMIAN128EF3671BA,7966524,The Adverts,New Boys
TRMMIDO128F1463A4E,4755157,The Dickies,Fan Mail
TRMMIIV128F14A2BC7,1875186,O Rappa,Linha Vermelha
TRMMIQH12903CC6652,5676910,Clint Eastwood,Rowdy
TRMMITS12903C9D127,4402867,Natalino Otto,Mamma voglio anch'io la fidanzata
TRMMISS128F932F24D,7319586,Nessbeal,Rimes instinctives
TRMMIXP128F934674D,8761697,Feadz,Liisborg Error
TRMMIXE128F146C649,589854,No Innocent Victim,C.E.B.
TRMMICW128F14548B8,5411402,Yabby U,Warn Them Jah Dub
TRMMIVM128F42326B9,1507103,James Newton Howard,Shelter in the Storm
TRMMIUT128F932DE69,8493422,Daniel Merriweather,You Don't Know What Love Is (You Just Do as You're Told)
TRMMIQN128F426B586,4762500,Exile,Take Me To The River
TRMMIKV128F4276904,3615840,Bernard Harris,Let It Go
TRMMIFK12903CE6B10,13816801,Chad Smith's Bombastic Meatbats,Into The Floyd
TRMMALI12903CC8A96,13604705,Sunlightsquare,I Believe in Miracles (Broken Party Nimal mix)
TRMMAFC128F93566B2,1160899,Bill Perry,Honey Pie
TRMMAVK128F92DF22F,2668915,Verdena,Elefante
TRMMAUM128F92D14F3,3249425,Count Basie Big Band,Blues for Alfy
TRMMAWA128F4263E08,1446957,The Bluetones,Mudslide
TRMMAPV128F4272C35,6995884,The Durutti Column,Sketch for Dawn
TRMMAWJ128F92EB125,6424484,Gino Paoli & Ricky Gianco,Io vado con l'anima
TRMMAYA128F42A884A,3323002,Aural Float,New Frontiers
TRMMAMS128F92F3BAC,8515728,Heston,Like Sunshine
TRMMAMM12903CAF37A,9035809,Shakespears Sister,It's a Trip
TRMMAOJ128F4243312,2357720,Platero y tú,Un abecedario sin letras
TRMMAAZ128F427330F,2271074,Section 25,Dirty Disco II (Pre-mix)
TRMMAYV12903CBF158,7296043,April March & Steve Hanft,Attention Chérie
TRMMAWB128F4278517,1022447,Life of Agony,Don't You (Forget About Me)
TRMMABI12903CF5E42,3317037,Adema,Until Now
TRMMABF128F425862B,6411296,Four Year Strong,"Heroes Get Remembered, Legends Never Die"
TRMMAVX128F9333866,4272719,Belén Arjona,Abre los ojos
TRMMAOE128F92E132F,1440286,Lightnin' Hopkins,Everyday I Have the Blues
TRMMABQ128F92EADF9,802136,George Winston,Tamarack Pines
TRMMALK128F4262C40,7234453,Beady Belle,A Touch of Paradise
TRMMASU12903C9A2A4,13122302,Hot Lips Page,He's Pulling His Whiskers
TRMMAKR128F423A02B,5263408,Matthew Sweet,I've Been Waiting
TRMMAGG128F4295B80,9590638,Terry Stafford,She Wishes I Were You
TRMMATM128F933D5F5,9388925,Loquillo,Cadillac Solitario
TRMMALW128F92FD049,7346359,John Mayer Trio,Out of My Mind
TRMMAZT12903CF5EE5,6448196,Evile,Thrasher
