tid,mxm_tid,artist_name_mxm,title_mxm
TRMMSSG128F92C6877,1771819,ZZ Top,Sharp Dressed Man
TRMMSCD128F424DE0D,1293942,Dodgy,The Elephant
TRMMSFT12903CE268C,777293,Marumari,Searching for the Sasha Wolf
TRMMSVD12903CAE2DD,7987025,Antonio Bribiesca,Aburrido Me Voy
TRMMSBH12903D0F3BF,7291531,Brother Ape,Cosmic Overdose 8 PM
TRMMSJJ128F930290C,4019519,Alexandroid,Edinorog
TRMMSSO128F424C542,1020781,Vince Guaraldi & Bola Sete,Mambossa
TRMMSVZ128F92EC6CC,1198207,Crystal Lewis,How Great Thou Art
TRMMSXG128F932D21C,2444894,Heart,Perfect Goodbye
TRMMSWW128F4272B31,1297172,Elliot Goldenthal,The Beast Within
TRMMSLJ128F42825B0,2641407,DJ Krush,Decks-Athron (feat. DJ Tatsuki)
TRMMSHG128E07934C8,5859135,The Chameleons,Swamp Thing
TRMMSDW128F92E9D29,2982414,Charlie Walker,Truck Driving Man
TRMMVIQ128F4268F0F,2025322,Macabre,The Ted Bundy Song
TRMMVPU128F145EC99,934685,Enrique Iglesias,Contigo
TRMMVID128F42A62E7,4055715,Frayser Boy,I'm a Problem
TRMMVDO128F9324CFA,9060277,Brusco,Superstar
TRMMVJK128F92D5331,8258628,William Orbit,Escape to Mexico
TRMMVMO128F4269124,1814026,Paul Revere and The Raiders,Hi-Heel Sneakers (remix)
TRMMVER12903CB6662,13445428,Andreas Dorau,Der Wasserfloh
TRMMVID128F1495658,657220,Pink Floyd,Echoes
TRMMVTY128F424C2C3,3084008,Mystic Prophecy,In Hell
TRMMVUG128E078A24A,6246146,Daft Punk,Technologic (Vitalic remix)
TRMMVFL128F9307EC5,2254588,IQ,Breathtaker
TRMMVCI128F42ADEBC,4290143,The Dead 60s,CNS Lazer Attack D-60
TRMMVXN128F9330DE5,7833229,Better Luck Next Time,Disaster Bound
TRMMVKH128F4273F16,4894239,The Branford Marsalis Quartet,Doctone
TRMMVBV128F931DA95,8600185,Wild Billy Childish and the Musicians of the British Empire,Joe Strummers' Grave
TRMMVYZ12903CAF12C,7709444,Silkie,I Sed
TRMMVPW128F4228722,8255128,John Davis,Narrow
TRMMVNA128F930CBAA,8008776,Uli Jon Roth,Inquisition
TRMMVNT128F425661E,9809514,Maze,Joy and Pain (feat. Frankie Beverly)
TRMMVBK128F1452BF5,1539242,Bill Nelson,Do You Dream in Colour
TRMMVIR128F92D6922,8391652,The Enemy,Last Goodbye
TRMMVON128F427E8BC,1622661,Herman Düne,In the Summer Camp
TRMMVGP128F92EEF56,11314887,Los Indios Paraguayos,Ypane
TRMMVQG128F931DD9E,9831702,The Limp Twins,Elemental
TRMMVCC128F9312BC7,5260232,Tanya Morgan,We Be
TRMMVEI128F42901E5,4015198,L.S.G.,Odyssey (single version)
TRMMVPH128F4274CEE,562017,The Challengers,Wipe Out
TRMMVCV128F423F607,6717773,Roseanna Vitro,Cool Yule
TRMMVFA128F42690B1,3561354,Tyrades,Same Sex Killers
TRMMVRW128F1476BEE,5197338,Ice Cube,Chrome & Paint (feat. WC)
TRMMVUS128F9303EEC,3883788,Sonia Dersion,Jeannot
TRMMVOP128F424793A,4156168,The Pastels,Thru' Your Heart
TRMMVYI128F92E2DA4,1118131,Candy Dulfer,2 Miles
TRMMVEB128F92F18E6,7004673,Soldier Dolls,Iron Curtain
TRMMVQT128F42810B3,7559750,67 Special,Quickdraw
TRMMVAX128F9360E3D,2735570,Pat Travers,Boom Boom (Out Go the Lights)
TRMMVJZ128F425C929,1208920,Luther Allison,You Can Run but You Can't Hide
TRMMVEG128F92DF81C,7543623,Brian Wilson,Morning Beat
TRMMVOA128F9321EE0,4005921,Hank Williams,Rootie Tootie
TRMMVCF128F92E32AF,7148542,Frida,Varför gräva ner sig
TRMMVPU128F14583F3,2842258,Ambitious Lovers,Steel Wool
TRMMVNH128E078290D,4234669,The Special A.K.A.,Racist Friend
TRMMVQN128F4279167,1976368,Gérard Lenorman,Sur les quais
TRMMVNT128E0783FC6,6600922,The Beatles,Baby It's You
TRMMVGH128F423CB90,11131580,Tanto Metro & Devonte,Got News for You
TRMMVRR128F426F771,5315596,Michael Nyman,String Quartet No. 2: Part 1
TRMMVKD128F4255C92,1404967,Charlie Peacock,Lady Soul (Aretha in the A.M.)
TRMMVVQ128F1453BED,741008,C-Murder,Akickdoe
TRMMVNV12903CBF0B0,10251718,Bain Wolfkind,The Eye Of The Hurricane
TRMMDGR128F426DE4F,4230682,Slum Village,Fantastic (interlude 4)
TRMMDNE128F427C091,7043630,Whiskeytown,Indian Gown
TRMMDHL128F4276157,3179600,Schweisser,Scheisskind
TRMMDAS128F4234EBF,7081573,Smokey Wilson,Smokey's Shuffle
TRMMDYX128F934EB76,2144853,Ken Navarro,Wake Up Call
TRMMDLW128F1471733,9491322,Status Quo,In the Army Now
TRMMDJM128F4285E8C,3606164,Syrian,Enforcer (Nimm Das! Remix by Namnambulu)
TRMMDKN12903CB2F68,6978455,Impuls,Du er alt (håpet over alle håp)
TRMMDSX128F93195E8,3950734,The Strawbs,Evergreen
TRMMDIO128F4234BC4,1518023,Matt Nathanson,Everything You Say It Sounds Like Gospel
TRMMDXZ128F42A29E0,6658883,Ali & Gipp,Intro (feat. Big Rube)
TRMMDFU128F426CBDF,6550482,Reverend Beat-Man and the Un-Believers,You Don't Know
TRMMDFO128F1473E53,2364559,Hombres G,Voy A Pasarmelo Bien
TRMMDUA128F42A1F34,9990345,Stan Ridgway,Can't Stop the Show
TRMMDBJ128F14A542C,1488283,Jo Ann Campbell,I Really Really Love You (LP version)
TRMMDBT128F4265989,5142798,Dan Siegel,Next To You
TRMMDFZ128F92D8782,647306,mcenroe,Midlife Crisis (Early Though)
TRMMDMR128F92C2812,6173293,Céline Dion,À cause
TRMMDQF128F92E74D0,7891381,Reckless Kelly,Break My Heart Tonight
TRMMDCP12903CC596D,2712834,Mindless Faith,The Unseen
TRMMDTR128F92FB36A,4031360,The Muses Rapt,Spiritual Healing
TRMMDER128F92F40E6,8232404,Paul Rodgers,I'll Be Creepin'
TRMMDGP128F92C4EEF,9782204,Motorcitysoul,Mango (Jimpster Remix)
TRMMDKH12903CE9EA3,865067,The Cranberries,Carry On
TRMMDVB12903CE2FF6,7768556,Craig Morgan,Redneck Yacht Club
TRMMDNX128F42A726C,7279232,Robert Natus,Getting Time
TRMMDDX12903CE3D19,1027469,Vieja Trova Santiaguera,La Guinda
TRMMDJD128F93450F5,8141512,Mauro Pagani,Il litigio
TRMMDDL12903CB25BF,8576882,Steve Bug,Cherry Blossoms
TRMMDIK12903D0EA83,4439139,Kultiration,Krigare
TRMMDXB128E078A256,2407619,Gyllene Tider,En sten vid en sjö i en skog
TRMMDVC128EF3515A0,606667,Marcia Griffiths,Survival
TRMMDKM128F9327E4C,12483527,Minor Majority,Either Way I Think You Know
TRMMDSG128F4288CD9,5955038,R.L. Burnside & The Sound Machine,Searching for My Baby
TRMMDVL128F92FD194,6376829,Duke Ellington & His Orchestra,Blue Skies
TRMMDKJ128F4293E9F,2969206,Rascal Flatts,The Day Before You
TRMMDDA12903CB2D2C,2994596,Pascal Parisot,Les gens sont méchants
TRMMDPZ128F422344B,10015658,Sex Pistols,Einmal Belsen War Wirflich Bortrefflich
TRMMDSU12903CC030E,5208685,Metallic Falcons,Berry Metal
TRMMDBG128F9335B9D,8330531,Sinéad O'Connor,Silent Night (long version)
TRMMDYQ128F4275360,8531656,Kid Loco,Motorcycle Angels
TRMMDSS128F93359AD,1861652,Ike & Tina Turner,Son of a Preacher Man
TRMMOBE12903CEB626,2227257,...and Oceans,Halcyon: The Heavy Silence: In Silent Rain
TRMMORK12903D052FA,13840480,Diego Martín,Haces llover (con Malú)
TRMMOJC128F423F8C7,8938240,The Orioles,Once in a While
TRMMOBS12903CCB7AF,4232577,Fun Lovin' Criminals,Mi Corazón
TRMMOXD128F92E1A1F,6429602,Moneybrother,It Is Time for Falling Apart
TRMMOJN128F930B7B9,5344373,Eko Fresh,Ek Is Back (feat. G-Style)
TRMMOJB12903CD1671,4326516,Play N Skillz,Music's Worth It
TRMMOWC128F428336E,5400618,Meg & Dia,Monster
TRMMOPW128F4280839,7772756,Bo Carter,Bo Carter Special
TRMMOLD128F9318C2D,9531037,The Sensational Alex Harvey Band,Vambo
TRMMOSQ128F146118B,4808514,Peter Sarstedt,Blagged
TRMMOAN128F93427DB,6389553,The Click Five,Long Way to Go
TRMMOFM128F93036CC,6899033,Howard Hewett,If Only
TRMMOJV128F92FAC64,6738969,Lee Ann Womack,Stubborn (Psalm 151)
TRMMOSR128F42875F7,6593003,Federico Franchi,Cream (Robbie Rivera's Juicy Ibiza mix)
TRMMOHX12903CFFD06,3976570,Dubioza kolektiv,Cannot Forgive
TRMMOTD128F930FEDE,1443977,The Waybacks,The Last Steam Engine Train
TRMMOYO128F932ED42,8095073,Tyr,Hipokrisia
TRMMOLL12903CD06CD,13545244,The Glass,Four Four Letter
TRMMOPB12903CE32C3,755789,Journey,Good Times
TRMMOVM128F92EBFBF,6049717,Efdemin,Further Back
TRMMOCH128F92E3318,4216565,Аркона,Tuman Yarom
